"OrderNumber","SalesChannelTxt","SalesChannel","WarehouseCode","Warehouse","ProcuredDate","OrderDate","StockTime","ShipDate","ProcessingTime","DeliveryDate","ShippingTime","CurrencyCode","SalesTeamID","CustomerID","StoreID","ProductID","Order Quantity","Discount Applied","Unit Cost","Unit Price"
"SO - 0007028","In-Store",1,"WARE-NMK1003",3,"18/06/20","29/08/20",72,11/09/20,13,"14/09/20",3,"USD",6,44,112,14,3,0.2,185.72,221.1
"SO - 0002786","Online",2,"WARE-PUJ1005",5,"27/10/18","13/04/19",168,"23/04/19",10,"24/04/19",1,"USD",18,29,311,34,4,0.15,"2,819.63","3,356.70"
"SO - 000334","In-Store",1,"WARE-MKL1006",6,10/04/18,"28/06/18",79,10/07/18,12,"17/07/18",7,"USD",10,15,352,18,2,0.15,"1,157.22","1,701.80"
"SO - 0005806","In-Store",1,"WARE-UHY1004",4,01/12/19,06/04/20,127,"20/04/20",14,"21/04/20",1,"USD",10,42,245,6,8,0.05,"2,181.19","2,566.10"
"SO - 0006554","Wholesale",4,"WARE-PUJ1005",5,10/03/20,04/07/20,116,"25/07/20",21,04/08/20,10,"USD",27,16,294,33,3,0.05,126.03,221.1
"SO - 0006167","Online",2,"WARE-NMK1003",3,10/03/20,"21/05/20",72,"25/05/20",4,"29/05/20",4,"USD",15,9,129,42,8,0.15,980.21,"1,782.20"
"SO - 0007103","In-Store",1,"WARE-NMK1003",3,"18/06/20",07/09/20,81,"29/09/20",22,07/10/20,8,"USD",7,17,96,6,8,0.1,801.32,"2,003.30"
"SO - 0007466","Wholesale",4,"WARE-NMK1003",3,"18/06/20","19/10/20",123,"21/10/20",2,"22/10/20",1,"USD",26,4,110,10,5,0.4,"1,502.68","2,385.20"
"SO - 0004155","Online",2,"WARE-MKL1006",6,"15/05/19","23/09/19",131,"27/09/19",4,06/10/19,9,"USD",20,21,357,16,7,0.08,"1,784.88","2,231.10"
"SO - 0002573","Distributor",3,"WARE-PUJ1005",5,"27/10/18","17/03/19",141,08/04/19,22,"17/04/19",9,"USD",23,22,268,37,3,0.05,412.05,"1,005.00"
"SO - 0002719","Wholesale",4,"WARE-UHY1004",4,"27/10/18",05/04/19,160,"14/04/19",9,"19/04/19",5,"USD",25,39,215,20,1,0.2,"1,939.25","2,693.40"
"SO - 0005072","Distributor",3,"WARE-NMK1003",3,"23/08/19",11/01/20,141,03/02/20,23,"13/02/20",10,"USD",24,23,174,4,1,0.05,652.25,"1,105.50"
"SO - 0006634","In-Store",1,"WARE-XYS1001",1,10/03/20,"13/07/20",125,"17/07/20",4,"23/07/20",6,"USD",2,48,57,43,4,0.15,"1,088.42","1,909.50"
"SO - 0004838","Online",2,"WARE-XYS1001",1,"23/08/19","16/12/19",115,06/01/20,21,09/01/20,3,"USD",15,44,54,35,8,0.08,850.36,"1,118.90"
"SO - 0005166","In-Store",1,"WARE-PUJ1005",5,"23/08/19","22/01/20",152,"28/01/20",6,"31/01/20",3,"USD",6,7,262,12,5,0.05,758.11,"1,038.50"
"SO - 0006757","Wholesale",4,"WARE-XYS1001",1,10/03/20,"26/07/20",138,11/08/20,16,"16/08/20",5,"USD",27,43,36,12,1,0.08,"4,300.86","6,324.80"
"SO - 0006841","In-Store",1,"WARE-NMK1003",3,"18/06/20",06/08/20,49,"20/08/20",14,"27/08/20",7,"USD",12,21,91,29,4,0.08,502.5,"1,005.00"
"SO - 0001497","Online",2,"WARE-PUJ1005",5,"19/07/18","13/11/18",117,"19/11/18",6,"25/11/18",6,"USD",16,6,282,8,2,0.08,659.48,"1,293.10"
"SO - 0001911","Online",2,"WARE-XYS1001",1,"19/07/18","30/12/18",164,"13/01/19",14,"16/01/19",3,"USD",13,43,19,15,1,0.1,540.29,844.2
"SO - 0004245","Wholesale",4,"WARE-NMK1003",3,"15/05/19",04/10/19,142,"30/10/19",26,04/11/19,5,"USD",26,22,154,37,6,0.08,195.84,247.9
"SO - 0004261","In-Store",1,"WARE-NMK1003",3,"15/05/19",06/10/19,144,"13/10/19",7,"15/10/19",2,"USD",9,37,196,18,3,0.1,139.36,174.2
"SO - 0001024","In-Store",1,"WARE-XYS1001",1,"19/07/18","15/09/18",58,"17/09/18",2,"21/09/18",4,"USD",6,40,19,20,6,0.08,707.32,"1,025.10"
"SO - 0003665","Distributor",3,"WARE-PUJ1005",5,04/02/19,"24/07/19",170,08/08/19,15,10/08/19,2,"USD",20,13,325,34,2,0.08,"2,301.45","3,068.60"
"SO - 0002975","Online",2,"WARE-XYS1001",1,04/02/19,04/05/19,89,"16/05/19",12,"19/05/19",3,"USD",16,8,47,3,8,0.15,115.78,241.2
"SO - 0004574","In-Store",1,"WARE-NBV1002",2,"23/08/19","16/11/19",85,"19/11/19",3,"20/11/19",1,"USD",12,48,78,31,8,0.05,139.36,174.2
"SO - 0002814","In-Store",1,"WARE-PUJ1005",5,04/02/19,"16/04/19",71,01/05/19,15,03/05/19,2,"USD",6,5,263,11,7,0.05,"1,804.18","2,505.80"
"SO - 0007808","Distributor",3,"WARE-NMK1003",3,"18/06/20","25/11/20",160,"18/12/20",23,"21/12/20",3,"USD",22,41,145,32,2,0.08,"1,637.75","2,599.60"
"SO - 0003781","Online",2,"WARE-MKL1006",6,04/02/19,07/08/19,184,12/08/19,5,"21/08/19",9,"USD",14,34,332,45,1,0.08,"1,503.48","2,278.00"
"SO - 0001485","In-Store",1,"WARE-NMK1003",3,"19/07/18",12/11/18,116,"26/11/18",14,02/12/18,6,"USD",1,39,119,9,6,0.05,589.73,"1,092.10"
"SO - 0004083","In-Store",1,"WARE-NMK1003",3,"15/05/19","14/09/19",122,08/10/19,24,"18/10/19",10,"USD",4,29,147,36,2,0.08,933.98,"1,139.00"
"SO - 0001627","In-Store",1,"WARE-XYS1001",1,"27/10/18","29/11/18",33,10/12/18,11,12/12/18,2,"USD",2,47,2,19,7,0.1,"1,072.00","1,675.00"
"SO - 0005116","Wholesale",4,"WARE-UHY1004",4,01/12/19,"16/01/20",46,"21/01/20",5,"31/01/20",10,"USD",28,36,222,16,6,0.2,687.96,"1,011.70"
"SO - 0006128","In-Store",1,"WARE-NMK1003",3,01/12/19,"16/05/20",167,11/06/20,26,"18/06/20",7,"USD",2,17,182,10,7,0.05,412.72,938
"SO - 000768","In-Store",1,"WARE-UHY1004",4,10/04/18,"16/08/18",128,04/09/18,19,08/09/18,4,"USD",4,5,220,2,6,0.05,"1,052.10","2,566.10"
"SO - 0001313","In-Store",1,"WARE-XYS1001",1,"19/07/18","23/10/18",96,04/11/18,12,07/11/18,3,"USD",7,20,45,18,4,0.08,374.53,871
"SO - 0001410","In-Store",1,"WARE-XYS1001",1,"19/07/18",03/11/18,107,"15/11/18",12,"25/11/18",10,"USD",5,40,40,38,2,0.05,"1,789.70","2,485.70"
"SO - 0002130","Online",2,"WARE-PUJ1005",5,"27/10/18","20/01/19",85,03/02/19,14,08/02/19,5,"USD",20,7,294,20,2,0.4,"1,922.90","2,345.00"
"SO - 000923","In-Store",1,"WARE-UHY1004",4,10/04/18,04/09/18,147,07/09/18,3,12/09/18,5,"USD",8,41,217,12,3,0.2,749.66,"1,118.90"
"SO - 000958","Distributor",3,"WARE-PUJ1005",5,"19/07/18",08/09/18,51,11/09/18,3,"17/09/18",6,"USD",22,40,324,33,4,0.05,"1,397.62","1,996.60"
"SO - 0002616","In-Store",1,"WARE-PUJ1005",5,04/02/19,"23/03/19",47,"15/04/19",23,"20/04/19",5,"USD",4,23,327,42,8,0.1,390.61,710.2
"SO - 0002730","Distributor",3,"WARE-PUJ1005",5,"27/10/18",06/04/19,161,"24/04/19",18,02/05/19,8,"USD",25,4,279,34,7,0.05,"1,790.91","3,979.80"
"SO - 0004584","Online",2,"WARE-XYS1001",1,"23/08/19","16/11/19",85,07/12/19,21,"15/12/19",8,"USD",13,18,37,29,2,0.05,440.79,"1,025.10"
"SO - 0004867","Online",2,"WARE-NBV1002",2,"23/08/19","19/12/19",118,09/01/20,21,11/01/20,2,"USD",20,18,69,38,2,0.05,"1,309.98","2,519.20"
"SO - 0005466","In-Store",1,"WARE-UHY1004",4,01/12/19,"25/02/20",86,"14/03/20",18,"23/03/20",9,"USD",5,22,214,33,4,0.08,"3,471.87","5,031.70"
"SO - 0008001","Online",2,"WARE-XYS1001",1,"26/09/20","20/12/20",85,12/01/21,23,"13/01/21",1,"USD",18,11,22,2,8,0.08,768.22,"1,829.10"
"SO - 000255","In-Store",1,"WARE-NMK1003",3,"31/12/17","18/06/18",169,"22/06/18",4,"26/06/18",4,"USD",6,22,101,5,4,0.05,900.48,"1,072.00"
"SO - 0005677","Online",2,"WARE-UHY1004",4,01/12/19,"23/03/20",113,07/04/20,15,09/04/20,2,"USD",13,27,241,15,4,0.08,"1,828.30","2,539.30"
"SO - 0003157","In-Store",1,"WARE-PUJ1005",5,04/02/19,"24/05/19",109,"20/06/19",27,"23/06/19",3,"USD",7,33,310,15,6,0.05,"2,027.69","3,899.40"
"SO - 0001828","In-Store",1,"WARE-NMK1003",3,"27/10/18","22/12/18",56,"13/01/19",22,"16/01/19",3,"USD",9,41,132,19,2,0.1,"3,380.22","5,045.10"
"SO - 000568","Online",2,"WARE-UHY1004",4,10/04/18,"24/07/18",105,05/08/18,12,"15/08/18",10,"USD",16,15,206,14,8,0.08,522.6,"1,005.00"
"SO - 0005993","Distributor",3,"WARE-NMK1003",3,01/12/19,"29/04/20",150,05/05/20,6,11/05/20,6,"USD",25,34,174,28,5,0.1,"1,219.40","2,438.80"
"SO - 0006584","In-Store",1,"WARE-MKL1006",6,10/03/20,08/07/20,120,"18/07/20",10,"26/07/20",8,"USD",1,8,337,38,1,0.2,"2,035.33","3,336.60"
"SO - 0003133","Online",2,"WARE-NBV1002",2,04/02/19,"22/05/19",107,09/06/19,18,"14/06/19",5,"USD",17,29,81,47,3,0.05,857.06,"1,098.80"
"SO - 0005558","Wholesale",4,"WARE-UHY1004",4,01/12/19,07/03/20,97,"13/03/20",6,"16/03/20",3,"USD",26,50,232,19,6,0.15,970.43,"1,902.80"
"SO - 0002802","Online",2,"WARE-NMK1003",3,"27/10/18","15/04/19",170,"29/04/19",14,04/05/19,5,"USD",18,11,158,42,4,0.2,"2,190.70","3,477.30"
"SO - 0005371","In-Store",1,"WARE-NMK1003",3,01/12/19,"16/02/20",77,"13/03/20",26,"18/03/20",5,"USD",11,43,142,36,6,0.1,"1,481.77","2,599.60"
"SO - 0005475","Online",2,"WARE-UHY1004",4,01/12/19,"25/02/20",86,09/03/20,13,"18/03/20",9,"USD",15,46,207,3,4,0.15,506.99,"1,078.70"
"SO - 0004766","In-Store",1,"WARE-XYS1001",1,"23/08/19",07/12/19,106,"18/12/19",11,"21/12/19",3,"USD",8,47,10,31,2,0.15,533.05,"1,045.20"
"SO - 0007987","In-Store",1,"WARE-NMK1003",3,"26/09/20","18/12/20",83,07/01/21,20,"16/01/21",9,"USD",11,42,119,4,1,0.08,787.92,"1,125.60"
"SO - 0007561","In-Store",1,"WARE-MKL1006",6,"18/06/20","30/10/20",134,04/11/20,5,05/11/20,1,"USD",6,22,359,16,7,0.05,762.8,"1,105.50"
"SO - 0006763","In-Store",1,"WARE-MKL1006",6,10/03/20,"27/07/20",139,"21/08/20",25,"23/08/20",2,"USD",1,4,350,23,7,0.1,"1,668.03","2,606.30"
"SO - 0002214","In-Store",1,"WARE-NMK1003",3,"27/10/18","29/01/19",94,"20/02/19",22,"26/02/19",6,"USD",2,49,178,16,1,0.1,95.68,227.8
"SO - 0006243","Online",2,"WARE-NMK1003",3,10/03/20,"29/05/20",80,"18/06/20",20,"21/06/20",3,"USD",13,50,130,31,6,0.08,123.95,167.5
"SO - 0005808","Online",2,"WARE-NMK1003",3,01/12/19,06/04/20,127,09/04/20,3,"18/04/20",9,"USD",12,12,165,39,4,0.08,538.48,"1,145.70"
"SO - 0003492","Online",2,"WARE-NMK1003",3,04/02/19,03/07/19,149,"26/07/19",23,04/08/19,9,"USD",15,47,116,16,7,0.15,"2,157.67","2,599.60"
"SO - 000588","Distributor",3,"WARE-NMK1003",3,10/04/18,"26/07/18",107,"21/08/18",26,"27/08/18",6,"USD",22,9,104,35,7,0.2,"1,969.80","3,939.60"
"SO - 0007185","In-Store",1,"WARE-NMK1003",3,"18/06/20","17/09/20",91,"27/09/20",10,"28/09/20",1,"USD",3,45,101,31,3,0.05,"1,584.55","2,881.00"
"SO - 0006646","In-Store",1,"WARE-PUJ1005",5,10/03/20,"15/07/20",127,12/08/20,28,"20/08/20",8,"USD",7,47,295,21,5,0.05,"2,003.30","3,852.50"
"SO - 0004269","Online",2,"WARE-NMK1003",3,"15/05/19",07/10/19,145,"27/10/19",20,"31/10/19",4,"USD",19,47,163,11,5,0.05,546.72,"1,139.00"
"SO - 0005112","Online",2,"WARE-NMK1003",3,01/12/19,"15/01/20",45,"23/01/20",8,01/02/20,9,"USD",19,23,167,29,5,0.15,"2,040.55","2,519.20"
"SO - 0004106","Online",2,"WARE-XYS1001",1,"15/05/19","17/09/19",125,04/10/19,17,07/10/19,3,"USD",13,34,32,10,4,0.1,703.63,"1,192.60"
"SO - 0003004","Wholesale",4,"WARE-UHY1004",4,04/02/19,06/05/19,91,"14/05/19",8,"19/05/19",5,"USD",28,41,231,37,8,0.05,"1,013.04","2,412.00"
"SO - 0005759","Online",2,"WARE-NMK1003",3,01/12/19,02/04/20,123,"16/04/20",14,"19/04/20",3,"USD",18,7,135,7,2,0.08,"2,057.57","2,479.00"
"SO - 0002558","Wholesale",4,"WARE-MKL1006",6,"27/10/18","15/03/19",139,"17/03/19",2,"22/03/19",5,"USD",26,32,351,14,8,0.15,"1,330.35","1,956.40"
"SO - 0004695","Online",2,"WARE-MKL1006",6,"23/08/19","29/11/19",98,"14/12/19",15,"22/12/19",8,"USD",15,28,335,38,3,0.08,722.73,"1,078.70"
"SO - 0003435","Online",2,"WARE-PUJ1005",5,04/02/19,"26/06/19",142,"30/06/19",4,03/07/19,3,"USD",18,49,312,4,6,0.1,945.91,"1,212.70"
"SO - 0004956","In-Store",1,"WARE-PUJ1005",5,"23/08/19","30/12/19",129,12/01/20,13,"16/01/20",4,"USD",4,10,276,5,8,0.08,821.69,978.2
"SO - 0007248","In-Store",1,"WARE-NMK1003",3,"18/06/20","23/09/20",97,"26/09/20",3,04/10/20,8,"USD",9,32,188,25,6,0.1,120.2,174.2
"SO - 0002605","Online",2,"WARE-NMK1003",3,"27/10/18","22/03/19",146,05/04/19,14,"15/04/19",10,"USD",15,47,186,4,3,0.3,630.34,"1,125.60"
"SO - 0006993","Online",2,"WARE-UHY1004",4,"18/06/20","25/08/20",68,05/09/20,11,"13/09/20",8,"USD",16,38,227,5,7,0.1,468.73,"1,065.30"
"SO - 000888","In-Store",1,"WARE-XYS1001",1,10/04/18,"30/08/18",142,"27/09/18",28,"29/09/18",2,"USD",3,50,21,28,2,0.05,"2,724.89","3,892.70"
"SO - 0003583","In-Store",1,"WARE-XYS1001",1,04/02/19,"15/07/19",161,05/08/19,21,06/08/19,1,"USD",2,19,30,26,5,0.15,120.47,207.7
"SO - 0003835","Wholesale",4,"WARE-NMK1003",3,"15/05/19","14/08/19",91,11/09/19,28,"15/09/19",4,"USD",27,5,146,44,7,0.1,948.72,"1,185.90"
"SO - 0004091","Online",2,"WARE-XYS1001",1,"15/05/19","15/09/19",123,"21/09/19",6,"29/09/19",8,"USD",18,15,47,20,6,0.05,"1,629.31","2,586.20"
"SO - 0005736","In-Store",1,"WARE-NMK1003",3,01/12/19,"30/03/20",120,08/04/20,9,12/04/20,4,"USD",2,34,101,40,2,0.1,"1,960.42","2,579.50"
"SO - 0006014","In-Store",1,"WARE-XYS1001",1,01/12/19,01/05/20,152,05/05/20,4,09/05/20,4,"USD",10,26,18,22,5,0.05,"2,806.50","6,378.40"
"SO - 0001340","Distributor",3,"WARE-UHY1004",4,"19/07/18","26/10/18",99,"15/11/18",20,"19/11/18",4,"USD",22,30,219,15,4,0.08,"2,226.14","3,008.30"
"SO - 0003339","Online",2,"WARE-NMK1003",3,04/02/19,"13/06/19",129,"18/06/19",5,"22/06/19",4,"USD",13,36,116,9,6,0.4,930.36,"1,755.40"
"SO - 0002222","Wholesale",4,"WARE-XYS1001",1,"27/10/18","30/01/19",95,"19/02/19",20,"28/02/19",9,"USD",27,19,7,9,6,0.1,740.35,"1,139.00"
"SO - 0001597","In-Store",1,"WARE-NMK1003",3,"19/07/18","26/11/18",130,"29/11/18",3,09/12/18,10,"USD",8,14,120,23,5,0.08,"4,556.40","6,157.30"
"SO - 000311","Online",2,"WARE-NBV1002",2,"31/12/17","26/06/18",177,"24/07/18",28,03/08/18,10,"USD",18,50,84,46,1,0.1,"1,093.24","2,231.10"
"SO - 0007654","In-Store",1,"WARE-XYS1001",1,"18/06/20",09/11/20,144,"13/11/20",4,"23/11/20",10,"USD",9,5,11,40,2,0.3,"1,859.25","2,479.00"
"SO - 000472","In-Store",1,"WARE-UHY1004",4,10/04/18,"14/07/18",95,"17/07/18",3,"24/07/18",7,"USD",4,8,233,7,2,0.08,"4,793.85","6,391.80"
"SO - 0007160","Online",2,"WARE-NMK1003",3,"18/06/20","15/09/20",89,05/10/20,20,10/10/20,5,"USD",20,48,139,45,5,0.2,660.62,"1,139.00"
"SO - 000853","In-Store",1,"WARE-NMK1003",3,10/04/18,"25/08/18",137,09/09/18,15,"14/09/18",5,"USD",1,17,115,24,8,0.08,"1,681.03","2,586.20"
"SO - 0004621","Online",2,"WARE-NMK1003",3,"23/08/19","20/11/19",89,"26/11/19",6,04/12/19,8,"USD",16,2,177,19,1,0.1,"1,871.71","3,899.40"
"SO - 0007813","In-Store",1,"WARE-NBV1002",2,"18/06/20","26/11/20",161,"28/11/20",2,"29/11/20",1,"USD",9,6,69,47,7,0.1,599.38,951.4
"SO - 0007352","Online",2,"WARE-UHY1004",4,"18/06/20",05/10/20,109,"26/10/20",21,02/11/20,7,"USD",17,39,216,7,7,0.3,"3,476.90","5,607.90"
"SO - 0006130","Distributor",3,"WARE-UHY1004",4,10/03/20,"16/05/20",67,"13/06/20",28,"14/06/20",1,"USD",23,6,249,14,3,0.3,827.72,"1,165.80"
"SO - 0006039","In-Store",1,"WARE-UHY1004",4,10/03/20,05/05/20,56,09/05/20,4,11/05/20,2,"USD",7,25,255,19,4,0.1,"1,520.77","1,949.70"
"SO - 0003012","Wholesale",4,"WARE-NMK1003",3,04/02/19,07/05/19,92,"30/05/19",23,09/06/19,10,"USD",28,41,181,18,5,0.08,"2,690.05","3,685.00"
"SO - 000162","Online",2,"WARE-NMK1003",3,"31/12/17",07/06/18,158,11/06/18,4,"21/06/18",10,"USD",13,20,152,44,5,0.1,"1,816.84","2,633.10"
"SO - 0002374","Online",2,"WARE-NMK1003",3,"27/10/18","17/02/19",113,"27/02/19",10,09/03/19,10,"USD",18,40,177,12,5,0.05,460.96,"1,072.00"
"SO - 0001826","Online",2,"WARE-XYS1001",1,"19/07/18","22/12/18",156,05/01/19,14,07/01/19,2,"USD",17,33,46,3,5,0.05,"1,910.30","3,537.60"
"SO - 0006933","Online",2,"WARE-PUJ1005",5,10/03/20,"18/08/20",161,07/09/20,20,"16/09/20",9,"USD",17,33,308,21,8,0.1,622.5,"1,092.10"
"SO - 0002354","Distributor",3,"WARE-UHY1004",4,"27/10/18","16/02/19",112,01/03/19,13,02/03/19,1,"USD",24,4,220,4,8,0.1,"1,136.66","1,748.70"
"SO - 0004365","In-Store",1,"WARE-NMK1003",3,"15/05/19","20/10/19",158,06/11/19,17,09/11/19,3,"USD",10,5,168,35,8,0.1,739.61,891.1
"SO - 000540","Distributor",3,"WARE-NBV1002",2,10/04/18,"22/07/18",103,"24/07/18",2,"30/07/18",6,"USD",25,45,75,24,4,0.2,"1,510.18","3,082.00"
"SO - 0003508","In-Store",1,"WARE-NMK1003",3,04/02/19,05/07/19,151,08/07/19,3,"16/07/19",8,"USD",9,21,124,29,5,0.05,776.66,"1,125.60"
"SO - 0007064","Online",2,"WARE-NMK1003",3,"18/06/20",03/09/20,77,05/09/20,2,07/09/20,2,"USD",12,7,167,32,2,0.08,651.51,"1,252.90"
"SO - 000304","Online",2,"WARE-NBV1002",2,10/04/18,"25/06/18",76,"18/07/18",23,"21/07/18",3,"USD",19,5,66,20,2,0.08,527.63,837.5
"SO - 000672","In-Store",1,"WARE-XYS1001",1,10/04/18,05/08/18,117,"18/08/18",13,"21/08/18",3,"USD",1,25,28,20,8,0.2,773.85,"1,031.80"
"SO - 0002472","In-Store",1,"WARE-UHY1004",4,"27/10/18",01/03/19,125,"17/03/19",16,"20/03/19",3,"USD",9,39,232,17,3,0.05,"1,454.97","2,385.20"
"SO - 0004546","Distributor",3,"WARE-NBV1002",2,"23/08/19","13/11/19",82,"15/11/19",2,"20/11/19",5,"USD",22,41,70,31,7,0.2,"1,153.47","1,802.30"
"SO - 0004197","Online",2,"WARE-NMK1003",3,"15/05/19","28/09/19",136,12/10/19,14,"20/10/19",8,"USD",17,1,200,40,4,0.2,753.62,"1,018.40"
"SO - 000363","Online",2,"WARE-UHY1004",4,10/04/18,01/07/18,82,06/07/18,5,09/07/18,3,"USD",14,7,256,28,4,0.15,"1,815.30","3,946.30"
"SO - 000398","In-Store",1,"WARE-XYS1001",1,10/04/18,05/07/18,86,"13/07/18",8,"18/07/18",5,"USD",3,9,58,1,6,0.05,"2,095.09","3,953.00"
"SO - 0002135","In-Store",1,"WARE-PUJ1005",5,"27/10/18","20/01/19",85,"27/01/19",7,05/02/19,9,"USD",3,6,291,9,5,0.05,"3,416.13","5,098.70"
"SO - 0003584","In-Store",1,"WARE-UHY1004",4,"15/05/19","15/07/19",61,"22/07/19",7,"25/07/19",3,"USD",9,12,235,37,5,0.15,"1,954.52","3,758.70"
"SO - 0001594","In-Store",1,"WARE-NMK1003",3,"19/07/18","25/11/18",129,"18/12/18",23,"25/12/18",7,"USD",9,44,105,17,2,0.05,610.5,911.2
"SO - 0002287","In-Store",1,"WARE-XYS1001",1,"27/10/18",07/02/19,103,06/03/19,27,10/03/19,4,"USD",4,24,30,22,2,0.1,379.89,904.5
"SO - 0005602","Online",2,"WARE-NMK1003",3,01/12/19,"13/03/20",103,07/04/20,25,"16/04/20",9,"USD",14,9,137,14,5,0.05,410.04,911.2
"SO - 0005626","In-Store",1,"WARE-NMK1003",3,01/12/19,"17/03/20",107,"28/03/20",11,07/04/20,10,"USD",1,27,105,9,1,0.3,134.4,227.8
"SO - 0006190","In-Store",1,"WARE-PUJ1005",5,10/03/20,"23/05/20",74,01/06/20,9,11/06/20,10,"USD",7,12,276,22,4,0.05,117.12,254.6
"SO - 0006895","In-Store",1,"WARE-NBV1002",2,"18/06/20","13/08/20",56,"31/08/20",18,04/09/20,4,"USD",6,5,79,28,5,0.08,444.21,683.4
"SO - 0006977","In-Store",1,"WARE-NMK1003",3,"18/06/20","23/08/20",66,"27/08/20",4,01/09/20,5,"USD",7,5,123,15,1,0.4,"2,234.12","3,919.50"
"SO - 0007594","In-Store",1,"WARE-PUJ1005",5,"18/06/20",01/11/20,136,"28/11/20",27,03/12/20,5,"USD",11,47,283,3,2,0.2,786.31,"1,092.10"
"SO - 0007908","Wholesale",4,"WARE-NMK1003",3,"26/09/20",08/12/20,73,"25/12/20",17,"31/12/20",6,"USD",25,11,186,28,5,0.08,536.27,924.6
"SO - 0003836","Online",2,"WARE-NMK1003",3,"15/05/19","14/08/19",91,06/09/19,23,"14/09/19",8,"USD",16,12,95,37,5,0.15,794.35,"1,018.40"
"SO - 0005698","In-Store",1,"WARE-NMK1003",3,01/12/19,"25/03/20",115,"19/04/20",25,"20/04/20",1,"USD",3,50,110,37,1,0.05,"1,305.90","1,788.90"
"SO - 000373","Online",2,"WARE-XYS1001",1,10/04/18,02/07/18,83,08/07/18,6,11/07/18,3,"USD",19,6,39,21,5,0.3,538.48,944.7
"SO - 0006517","Online",2,"WARE-NMK1003",3,10/03/20,"30/06/20",112,10/07/20,10,11/07/20,1,"USD",13,19,141,8,1,0.05,"2,573.81","3,959.70"
"SO - 0007204","In-Store",1,"WARE-NMK1003",3,"18/06/20","19/09/20",93,"14/10/20",25,"21/10/20",7,"USD",1,7,102,19,4,0.2,70.35,167.5
"SO - 0002370","In-Store",1,"WARE-PUJ1005",5,"27/10/18","17/02/19",113,"26/02/19",9,"28/02/19",2,"USD",3,13,318,6,5,0.15,"1,975.03","3,872.60"
"SO - 0003045","Online",2,"WARE-NMK1003",3,04/02/19,11/05/19,96,"23/05/19",12,"26/05/19",3,"USD",20,27,114,43,8,0.05,"3,858.13","6,539.20"
"SO - 0005501","In-Store",1,"WARE-MKL1006",6,01/12/19,"29/02/20",90,"16/03/20",16,"22/03/20",6,"USD",8,2,361,27,4,0.2,779.08,"1,025.10"
"SO - 0001562","Online",2,"WARE-XYS1001",1,"19/07/18","21/11/18",125,12/12/18,21,"15/12/18",3,"USD",17,49,25,37,3,0.05,572.18,938
"SO - 0001352","Online",2,"WARE-XYS1001",1,"19/07/18","28/10/18",101,"20/11/18",23,"27/11/18",7,"USD",16,9,22,30,3,0.08,804.8,"1,045.20"
"SO - 0007529","In-Store",1,"WARE-NMK1003",3,"18/06/20","26/10/20",130,"31/10/20",5,05/11/20,5,"USD",12,3,171,27,7,0.15,112.23,167.5
"SO - 0002930","Online",2,"WARE-PUJ1005",5,04/02/19,"28/04/19",83,"15/05/19",17,"22/05/19",7,"USD",19,18,314,41,6,0.1,"1,377.52","1,721.90"
"SO - 0004199","Online",2,"WARE-UHY1004",4,"23/08/19","28/09/19",36,"20/10/19",22,"27/10/19",7,"USD",16,8,226,12,6,0.15,466.92,676.7
"SO - 0001348","Online",2,"WARE-UHY1004",4,"19/07/18","27/10/18",100,11/11/18,15,"19/11/18",8,"USD",15,37,236,22,6,0.2,82.08,167.5
"SO - 0003349","Distributor",3,"WARE-MKL1006",6,04/02/19,"14/06/19",130,11/07/19,27,"19/07/19",8,"USD",23,47,350,16,3,0.1,895.12,"1,118.90"
"SO - 0004239","Online",2,"WARE-NMK1003",3,"15/05/19",03/10/19,141,"20/10/19",17,"24/10/19",4,"USD",17,7,115,22,2,0.08,933.98,"1,139.00"
"SO - 0001898","In-Store",1,"WARE-NMK1003",3,"19/07/18","29/12/18",163,"22/01/19",24,"24/01/19",2,"USD",3,8,179,23,4,0.05,751.94,"1,748.70"
"SO - 0005632","In-Store",1,"WARE-NMK1003",3,01/12/19,"17/03/20",107,04/04/20,18,06/04/20,2,"USD",3,21,123,29,2,0.08,"1,140.88","1,728.60"
"SO - 0002591","Wholesale",4,"WARE-NMK1003",3,"27/10/18","19/03/19",143,01/04/19,13,05/04/19,4,"USD",25,18,101,40,1,0.05,500.49,"1,112.20"
"SO - 0004274","Online",2,"WARE-XYS1001",1,"23/08/19",08/10/19,46,"29/10/19",21,03/11/19,5,"USD",17,32,42,12,7,0.05,"1,454.97","2,385.20"
"SO - 0001255","Online",2,"WARE-UHY1004",4,"19/07/18","16/10/18",89,12/11/18,27,"13/11/18",1,"USD",19,28,223,10,2,0.1,172.46,221.1
"SO - 0007407","In-Store",1,"WARE-MKL1006",6,"18/06/20",11/10/20,115,"13/10/20",2,"16/10/20",3,"USD",5,46,342,40,4,0.05,"2,682.95","5,708.40"
"SO - 000860","In-Store",1,"WARE-UHY1004",4,10/04/18,"27/08/18",139,"30/08/18",3,02/09/18,3,"USD",3,29,255,13,7,0.1,830.8,"1,038.50"
"SO - 0004266","Online",2,"WARE-XYS1001",1,"15/05/19",07/10/19,145,01/11/19,25,07/11/19,6,"USD",12,8,34,37,8,0.05,"3,234.49","3,993.20"
"SO - 0006772","In-Store",1,"WARE-PUJ1005",5,10/03/20,"28/07/20",140,"13/08/20",16,"14/08/20",1,"USD",3,20,325,14,7,0.05,792.34,"1,085.40"
